scope,group,feature,count,min,q001,q01,q05,median,q95,q99,q999,max
attack_family,PortScan,Total Length of Bwd Packets,63473,0.0,0.0,2.0,6.0,6.0,6.0,6.0,1414.0,11595.0
attack_family,PortScan,Flow Bytes/s,63473,0.0,0.0,4622.413635800003,65934.06593,137931.0345,615384.6154,2666666.667,8000000.0,8000000.0
attack_family,PortScan,Flow Packets/s,63473,0.033386269,0.072504289304,4899.72171556,20618.5567,40000.0,181818.1818,666666.6667,2000000.0,2000000.0
attack_family,PortScan,Fwd Packets/s,63473,0.016693134,0.036252144624000004,3329.11665896,10309.27835,20000.0,90909.09091,333333.3333,1000000.0,1000000.0
attack_family,PortScan,Bwd Packets/s,63473,0.0,0.021731847967999998,1459.25815624,10309.27835,20000.0,90909.09091,333333.3333,1000000.0,1000000.0
attack_family,PortScan,SYN Flag Count,63473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,PortScan,RST Flag Count,63473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,PortScan,ACK Flag Count,63473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attack_family,PortScan,PSH Flag Count,63473,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
attack_family,PortScan,FIN Flag Count,63473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,PortScan,Average Packet Size,63473,0.0,0.0,3.0,3.0,3.0,5.0,5.0,192.4545455,1290.333333
attack_family,PortScan,Down/Up Ratio,63473,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0
attack_family,PortScan,Packet Length Mean,63473,0.0,0.0,2.0,2.0,2.571428571,3.333333333,3.333333333,176.4166667,1161.3
attack_family,PortScan,Packet Length Std,63473,0.0,0.0,2.0,2.309401077,2.309401077,3.464101615,3.464101615,317.4711034,2137.603541
attack_family,SSH-Patator,Flow Duration,2251,13.0,16.5,39.5,102.5,12006304.0,13861777.0,14725438.5,19574059.75,119816717.0
attack_family,SSH-Patator,Total Fwd Packets,2251,1.0,1.0,1.0,1.0,21.0,23.0,26.0,33.0,33.0
attack_family,SSH-Patator,Total Backward Packets,2251,0.0,0.0,1.0,1.0,32.0,33.0,36.0,42.75,43.0
attack_family,SSH-Patator,Total Length of Fwd Packets,2251,0.0,0.0,0.0,0.0,2008.0,2024.0,2200.0,2824.0,2824.0
attack_family,SSH-Patator,Total Length of Bwd Packets,2251,0.0,0.0,0.0,0.0,2745.0,2745.0,2985.0,5577.0,5673.0
attack_family,SSH-Patator,Flow Bytes/s,2251,0.0,0.0,0.0,0.0,389.5055263,439.88559150000003,992.02107415,63499.465657500004,600000.0
attack_family,SSH-Patator,Flow Packets/s,2251,0.250475632,3.0093596262499998,3.670345031,3.8276223160000002,4.414577468,19512.659435,51956.815115000005,121527.777775,153846.1538
attack_family,SSH-Patator,Fwd Packets/s,2251,0.116888628,1.32901985925,1.4112197705,1.4949323804999999,1.750425144,9756.3297165,25978.407554999998,60763.88889,76923.07692
attack_family,SSH-Patator,Bwd Packets/s,2251,0.0,0.0,2.2052013930000003,2.30807699,2.658069363,9756.3297165,25320.51282,60763.88889,76923.07692
attack_family,SSH-Patator,SYN Flag Count,2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
attack_family,SSH-Patator,RST Flag Count,2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,SSH-Patator,ACK Flag Count,2251,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,SSH-Patator,PSH Flag Count,2251,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,SSH-Patator,FIN Flag Count,2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,SSH-Patator,Average Packet Size,2251,0.0,0.0,0.0,0.0,89.67924528,95.06,106.54126604999999,130.7083333,156.85
attack_family,SSH-Patator,Down/Up Ratio,2251,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
attack_family,SSH-Patator,Packet Length Mean,2251,0.0,0.0,0.0,0.0,88.01851852,93.19607843,103.5912879,126.48567162500001,149.3809524
attack_family,SSH-Patator,Packet Length Std,2251,0.0,0.0,0.0,0.0,189.5902723,193.9302988,222.87880840000003,284.03758925,321.1567448
attack_family,Web Attack - Brute Force,Flow Duration,1010,20.0,20.009,35.45,73.45,5571165.0,31007574.349999953,34644582.32,35402278.111,35451960.0
attack_family,Web Attack - Brute Force,Total Fwd Packets,1010,1.0,1.0,1.0,1.0,3.0,193.099999999999,203.0,203.0,204.0
attack_family,Web Attack - Brute Force,Total Backward Packets,1010,1.0,1.0,1.0,1.0,1.0,98.14999999999941,104.0,104.99099999999999,106.0
attack_family,Web Attack - Brute Force,Total Length of Fwd Packets,1010,0.0,0.0,0.0,0.0,0.0,41343.649999999776,43951.0,43951.0,43951.0
attack_family,Web Attack - Brute Force,Total Length of Bwd Packets,1010,0.0,0.0,0.0,0.0,0.0,68350.44999999962,72198.91,72213.955,80534.0
attack_family,Web Attack - Brute Force,Flow Bytes/s,1010,0.0,0.0,0.0,0.0,0.0,3292.7206341,3517.7811756099995,5265.421591494981,7589.090322
attack_family,Web Attack - Brute Force,Flow Packets/s,1010,0.66698493,0.6670190458249999,0.66789918802,0.67290008995,0.7370359744999999,27230.655311999984,56499.99999739977,99957.14285715992,100000.0
attack_family,Web Attack - Brute Force,Fwd Packets/s,1010,0.404235049,0.405755750589,0.40849458784000003,0.50130253915,0.546357516,13615.327656499992,28249.999998699885,49978.57142857996,50000.0
attack_family,Web Attack - Brute Force,Bwd Packets/s,1010,0.166746232,0.16675476121299998,0.16697479655,0.1682250224,0.1842589935,13615.327656499992,28249.999998699885,49978.57142857996,50000.0
attack_family,Web Attack - Brute Force,SYN Flag Count,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - Brute Force,RST Flag Count,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - Brute Force,ACK Flag Count,1010,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - Brute Force,PSH Flag Count,1010,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - Brute Force,FIN Flag Count,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - Brute Force,Average Packet Size,1010,0.0,0.0,0.0,0.0,0.0,378.112540715,378.354462577,617.530522340099,624.4705882
attack_family,Web Attack - Brute Force,Down/Up Ratio,1010,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - Brute Force,Packet Length Mean,1010,0.0,0.0,0.0,0.0,0.0,376.88490258499996,377.12603898500004,588.2567321286992,589.7777778
attack_family,Web Attack - Brute Force,Packet Length Std,1010,0.0,0.0,0.0,0.0,0.0,360.605033305,360.763610576,1205.2323247789998,1299.540116
attack_family,Web Attack - SQL Injection,Flow Duration,13,42.0,42.012,42.12,42.6,508.0,5076562.6,5084525.32,5086316.932,5086516.0
attack_family,Web Attack - SQL Injection,Total Fwd Packets,13,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0
attack_family,Web Attack - SQL Injection,Total Backward Packets,13,1.0,1.0,1.0,1.0,1.0,4.399999999999999,4.879999999999999,4.9879999999999995,5.0
attack_family,Web Attack - SQL Injection,Total Length of Fwd Packets,13,0.0,0.0,0.0,0.0,0.0,599.4,599.88,599.988,600.0
attack_family,Web Attack - SQL Injection,Total Length of Bwd Packets,13,0.0,0.0,0.0,0.0,0.0,4149.0,4149.0,4149.0,4149.0
attack_family,Web Attack - SQL Injection,Flow Bytes/s,13,0.0,0.0,0.0,0.0,0.0,938.7580781199999,944.893826344,946.2743696944,946.4277634
attack_family,Web Attack - SQL Injection,Flow Packets/s,13,1.57793199,1.57804964958,1.5791085858,1.583814969,5905.511811,46954.595794,47486.1572548,47605.75858348,47619.04762
attack_family,Web Attack - SQL Injection,Fwd Packets/s,13,0.788965995,0.7890248247839999,0.78955429284,0.7919074842,3937.007874,23477.297894,23743.078626799997,23802.879291679998,23809.52381
attack_family,Web Attack - SQL Injection,Bwd Packets/s,13,0.786392887,0.786423764296,0.78670165996,0.7879367518,1968.503937,23477.297894,23743.078626799997,23802.879291679998,23809.52381
attack_family,Web Attack - SQL Injection,SYN Flag Count,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - SQL Injection,RST Flag Count,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - SQL Injection,ACK Flag Count,13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - SQL Injection,PSH Flag Count,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - SQL Injection,FIN Flag Count,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - SQL Injection,Average Packet Size,13,0.0,0.0,0.0,0.0,0.0,495.9466666799999,521.3226666959999,527.0322666996,527.6666667
attack_family,Web Attack - SQL Injection,Down/Up Ratio,13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - SQL Injection,Packet Length Mean,13,0.0,0.0,0.0,0.0,0.0,448.9418181599999,469.70836363199993,474.38083636319993,474.9
attack_family,Web Attack - SQL Injection,Packet Length Std,13,0.0,0.0,0.0,0.0,0.0,1048.4072585199995,1253.3979189039997,1299.5208174903998,1304.645584
attack_family,Web Attack - XSS,Flow Duration,450,4.0,10.286000000000001,77.98,5010182.85,5397799.0,5976984.05,67748000.00999999,68866200.92199999,69296712.0
attack_family,Web Attack - XSS,Total Fwd Packets,450,1.0,1.0,1.4900000000000002,3.0,3.0,3.0,203.0,210.20399999999995,212.0
attack_family,Web Attack - XSS,Total Backward Packets,450,0.0,0.0,0.0,1.0,1.0,1.0,104.50999999999999,106.0,106.0
attack_family,Web Attack - XSS,Total Length of Fwd Packets,450,0.0,0.0,0.0,0.0,0.0,0.0,48985.0,48985.0,48985.0
attack_family,Web Attack - XSS,Total Length of Bwd Packets,450,0.0,0.0,0.0,0.0,0.0,0.0,183680.14,183698.653,183700.0
attack_family,Web Attack - XSS,Flow Bytes/s,450,0.0,0.0,0.0,0.0,0.0,0.0,3452.05731671,4006.2962933669965,4134.873737
attack_family,Web Attack - XSS,Flow Packets/s,450,0.667418959,0.667557927643,0.66874481994,0.6731668283500001,0.7456756689999999,4.6043582895499995,25651.816537699993,325388.88888389524,500000.0
attack_family,Web Attack - XSS,Fwd Packets/s,450,0.500564219,0.500668445819,0.50155861495,0.50487512165,0.5592567515,3.0372516697999994,12825.908271399996,300444.44444643456,500000.0
attack_family,Web Attack - XSS,Bwd Packets/s,450,0.0,0.0,0.0,0.16733324085,0.185610045,0.22693204159999777,6457.812669606044,43816.99346834968,55555.55556
attack_family,Web Attack - XSS,SYN Flag Count,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - XSS,RST Flag Count,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - XSS,ACK Flag Count,450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
attack_family,Web Attack - XSS,PSH Flag Count,450,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
attack_family,Web Attack - XSS,FIN Flag Count,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack_family,Web Attack - XSS,Average Packet Size,450,0.0,0.0,0.0,0.0,0.0,0.0,754.956071407,757.9198957886,757.9315961
attack_family,Web Attack - XSS,Down/Up Ratio,450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
attack_family,Web Attack - XSS,Packet Length Mean,450,0.0,0.0,0.0,0.0,0.0,0.0,752.512847901,755.4591168740001,755.4707792
attack_family,Web Attack - XSS,Packet Length Std,450,0.0,0.0,0.0,0.0,0.0,0.0,772.799872381,1463.6621433429987,1518.584808
